t,x,y,fh,fv,r,s,frame:
767,160,199,0,0,0,-145,1
768,176,199,0,0,0,-145,1
769,193,200,0,0,0,-145,1
770,208,201,0,0,0,-145,1
771,230,203,0,0,0,-145,1
772,242,203,0,0,0,-145,1
773,258,203,0,0,0,-145,1
774,272,203,0,0,0,-145,1
775,285,203,0,0,0,-145,1
776,297,203,0,0,0,-145,1
777,310,203,0,0,0,-145,1
778,322,203,0,0,0,-145,1
779,332,203,0,0,0,-145,1
780,342,203,0,0,0,-145,1
781,351,202,0,0,0,-145,1
782,355,202,0,0,0,-145,1
783,360,202,0,0,0,-145,1
784,365,202,0,0,0,-145,1
785,373,202,0,0,0,-145,1
786,382,202,0,0,0,-145,1
787,387,202,0,0,0,-145,1
788,394,201,0,0,0,-145,1
789,401,201,0,0,0,-145,1
790,406,201,0,0,0,-145,1
791,415,201,0,0,0,-145,1
792,423,201,0,0,0,-145,1
793,435,202,0,0,0,-145,1
794,444,202,0,0,0,-145,1
795,454,202,0,0,0,-145,1
796,471,202,0,0,0,-145,1
797,479,202,0,0,0,-145,1
798,483,202,0,0,0,-145,1
799,491,200,0,0,0,-145,1
800,503,199,0,0,0,-145,1
801,510,199,0,0,0,-145,1
802,515,198,0,0,0,-145,1
803,521,197,0,0,0,-145,1
804,524,196,0,0,0,-145,1
805,525,195,0,0,0,-145,1
806,526,195,0,0,0,-145,1
807,526,194,0,0,0,-145,1
808,527,193,0,0,0,-145,1
809,529,192,0,0,0,-145,1
810,530,190,0,0,0,-145,1
811,532,189,0,0,0,-145,1
812,534,187,0,0,0,-145,1
813,536,185,0,0,0,-145,1
814,537,185,0,0,0,-145,1
815,537,184,0,0,0,-145,1
816,538,183,0,0,0,-145,1
817,540,181,0,0,0,-145,1
818,541,180,0,0,0,-145,1
819,542,179,0,0,0,-145,1
820,543,177,0,0,0,-145,1
821,544,176,0,0,0,-145,1
822,546,173,0,0,0,-145,1
823,549,170,0,0,0,-145,1
824,552,168,0,0,0,-145,1
825,554,167,0,0,0,-145,1
826,556,165,0,0,0,-145,1
827,557,164,0,0,0,-145,1
828,558,162,0,0,0,-145,1
829,558,160,0,0,0,-145,1
830,560,158,0,0,0,-145,1
831,561,154,0,0,0,-145,1
832,563,151,0,0,0,-145,1
833,565,149,0,0,0,-145,1
834,566,146,0,0,0,-145,1
835,567,144,0,0,0,-145,1
836,568,142,0,0,0,-145,1
837,568,140,0,0,0,-145,0
838,568,139,0,0,0,-145,0
839,568,138,0,0,0,-145,0
840,569,136,0,0,0,-145,0
841,569,135,0,0,0,-145,0
842,569,133,0,0,0,-145,0
843,569,133,0,0,0,-145,0
844,569,132,0,0,0,-145,0
845,569,132,0,0,0,-145,0
846,569,132,0,0,0,-145,0
847,568,130,0,0,0,-145,0
848,567,130,0,0,0,-145,0
849,567,129,0,0,0,-145,0
850,566,129,0,0,0,-145,0
851,565,128,0,0,0,-145,0
852,563,127,0,0,0,-145,0
853,562,126,0,0,0,-145,0
854,561,125,0,0,0,-145,0
855,561,125,0,0,0,-145,0
856,561,125,0,0,0,-145,0
857,561,125,0,0,0,-145,0
858,560,125,0,0,0,-145,0
859,558,125,0,0,0,-145,0
860,555,125,0,0,0,-145,0
861,554,125,0,0,0,-145,0
862,552,125,0,0,0,-145,0
863,551,125,0,0,0,-145,0
864,549,125,0,0,0,-145,0
865,548,125,0,0,0,-145,0
866,547,126,0,0,0,-145,0
867,547,126,0,0,0,-145,0
868,546,126,0,0,0,-145,0
869,544,127,0,0,0,-145,0
870,540,127,0,0,0,-145,0
871,536,127,0,0,0,-145,0
872,530,127,0,0,0,-145,0
873,529,127,0,0,0,-145,0
874,528,127,0,0,0,-145,0
875,528,127,0,0,0,-145,0
876,526,127,0,0,0,-145,0
877,523,127,0,0,0,-145,0
878,519,127,0,0,0,-145,0
879,514,127,0,0,0,-145,0
880,510,127,0,0,0,-145,0
881,504,127,0,0,0,-145,0
882,497,127,0,0,0,-145,0
883,491,126,0,0,0,-145,0
884,488,125,0,0,0,-145,0
885,485,124,0,0,0,-145,0
886,483,123,0,0,0,-145,0
887,481,123,0,0,0,-145,0
888,480,122,0,0,0,-145,0
889,479,122,0,0,0,-145,0
890,478,122,0,0,0,-145,0
891,476,121,0,0,0,-145,0
892,473,120,0,0,0,-145,0
893,469,119,0,0,0,-145,0
894,465,118,0,0,0,-145,0
895,461,117,0,0,0,-145,0
896,457,116,0,0,0,-145,0
897,454,116,0,0,0,-145,0
898,451,116,0,0,0,-145,0
899,449,116,0,0,0,-145,0
900,447,116,0,0,0,-145,0
901,447,116,0,0,0,-145,0
902,446,116,0,0,0,-145,0
903,445,116,0,0,0,-145,0
904,443,116,0,0,0,-145,0
905,442,116,0,0,0,-145,0
906,440,117,0,0,0,-145,0
907,439,117,0,0,0,-145,0
908,439,118,0,0,0,-145,0
909,438,119,0,0,0,-145,0
910,438,120,0,0,0,-145,0
911,437,120,0,0,0,-145,0
912,437,122,0,0,0,-145,0
913,437,122,0,0,0,-145,0
914,437,123,0,0,0,-145,0
915,437,124,0,0,0,-145,0
916,437,124,0,0,0,-145,0
917,438,125,0,0,0,-145,0
918,440,125,0,0,0,-145,0
919,443,127,0,0,0,-145,0
920,446,127,0,0,0,-145,0
921,447,127,0,0,0,-145,0
922,447,127,0,0,0,-145,0
923,447,127,0,0,0,-145,0
924,449,128,0,0,0,-145,0
925,450,128,0,0,0,-145,0
926,451,128,0,0,0,-145,0
927,453,128,0,0,0,-145,0
928,454,128,0,0,0,-145,0
929,455,128,0,0,0,-145,0
930,455,128,0,0,0,-145,0
931,456,128,0,0,0,-145,0
932,458,128,0,0,0,-145,0
933,460,128,0,0,0,-145,0
934,463,128,0,0,0,-145,0
935,466,128,0,0,0,-145,0
936,468,128,0,0,0,-145,0
937,468,128,0,0,0,-145,0
938,469,128,0,0,0,-145,0
939,469,128,0,0,0,-145,0
940,469,128,0,0,0,-145,0
941,470,128,0,0,0,-145,0
